numero_passage,sortie,sortie_choix_libre,sortie_passage_ignore,nombre_de_cases,nombre_de_coches_requises,action,duree,environnement,illustration,carte,description_fin,combat,blessure,objet_acquis,objet_perdu,objet_requis,type_de_stockage,competence_requise,test_aleatoire,code_acquis,code_perdu,code_requis,etat_du_monde_acquis,etat_du_monde_requis,divinite_acquise,divinite_perdue,divinite_requise,resurrection_acquise,resurrection_perdue,benediction_acquise,benediction_perdue,niveau_equipage_modifie,titre_et_honneur_acquis,titre_et_honneur_perdu,sortie_objet_acquis,sortie_objet_perdu,sortie_objet_requis,sortie_test_competence,sortie_test_aleatoire,sortie_code_acquis,sortie_code_requis,sortie_etat_du_monde_acquis,sortie_etat_du_monde_requis,sortie_condition_requise,sortie_classe_requise,sortie_divinite_acquise,sortie_divinite_requise,sortie_benediction_perdue,sortie_benediction_requise,sortie_titre_et_honneur_requis,sortie_niveau_equipage_modifie,sortie_niveau_equipage_requis,sortie_nombre_de_coches_requises,sortie_autre_livre,doute,commentaire
,82,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,278,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,558,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,467,0,1,,,visiter,,temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avoir volé la cotte de mailles dorée de Tyrnai,,,,,,,,,,,,,
,636,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,514,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tyrnai,,,,,,,,,
,107,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,305,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,423,0,,,,"explorer, se cacher, combattre",,caverne,,,,homme-rat,,,mort-aux-rats,mort-aux-rats,,,,,,,,,,,,,,,,,,,,,,,,,,,,combat perdu,,,,,,,,,,,,
,308,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,combat gagné,,,,,,,,,,,,
248,319,0,1,,,dialoguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bâton de saule,,,,,,,,,,,,,,,,,,,
,195,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,e,1,,,,"dialoguer, commander",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charisme,,,,,,niveau supérieur ou égal à 4,,,,,,,,,,Les Hordes des Grandes Steppes (50),,
,209,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charisme,,,,,,niveau inférieur à 4,,,,,,,,,,,,
250,656,1,1,,,"visiter, observer",,cité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amende,,,,,,,,,,,,,,,
,602,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,377,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,175,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,558,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,233,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,622,0,1,,,butiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animosité,,,,,,,,,,,,,,,
,135,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charde (50),,,,,,,,,,,,,,,,,,,,,
252,454,0,,,,"fuir, courir, se faire capturer, attendre",,"rue, cachot",,,,,,,"charde (tout), objet (tout)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,313,2,,,,dialoguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,615,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,12,0,,,,dialoguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charisme,,,,,,,,,,,,,,,,,,
,281,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charisme,,,,,,,,,,,,,,,,,,
255,10,0,,,,"dialoguer, valider une quête, obtenir un titre, gagner un niveau",,,,,,,,charde (500),,,,,,,,,,,,,,,,,,,Protecteur du Sokara,,,,,,,,,,,,,,,,,,,,,,,
256,474,0,,,,"dialoguer, valider une quête, obtenir un titre, gagner un niveau, accepter une quête",,,,,,,,charde (500),,,,,,,,,,,,,,,,,,,Champion du Roi,,,,,,,,Assaut,,,,,,,,,,,,,,,
257,630,0,,,,"marcher, observer, surveiller",,forêt,Une image montre une personne barbue marchant dans la forêt en s'appuyant sur un bâton. Elle est drapée dans des vêtements non-identifiables et porte un bonnet.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exploration,,,,,,,,,,,,,,,,,,
,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exploration,,,,,,,,,,,,,,,,,,
258,86,0,,,,rejoindre un culte,,,,,,,,,charde (75),charde (75),,,,,,,,,Trois Fortunes,,aucune autre divinité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,e,2,,,,"observer, voyager, se faire voler, trouver un objet",,fort,,,,,,casque de bestias,1 objet à choix,,,,1d6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Les Hordes des Grandes Steppes (365),,
,472,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,548,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,466,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,x,0,,,,"combattre, fuir, mourir",,,,,tornade magique,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d6,,,,,total supérieur au Niveau du personnage,,,,,,,,,,,,
,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d6,,,,,total inférieur ou égal au Niveau du personnage,,,,,,,,,,,,
261,141,0,,,,"abjurer, dialoguer",,temple,,,,,,,charde (15),charde (15),,,,,,,,,,Maka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,546,0,,,,secourir,,"maison, incendie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d6,,,,,total inférieur ou égal au Niveau du personnage,,,,,,,,,,,,
,133,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d6,,,,,total supérieur au Niveau du personnage,,,,,,,,,,,,
263,491,0,,,,"explorer, se faire attaquer, s'endormir",,clairière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d6,,,,,total supérieur au Niveau du personnage,,,,,,,,,,,,
,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d6,,,,,total inférieur ou égal au Niveau du personnage,,,,,,,,,,,,
264,131,0,1,1,,naviguer,,"mer, île",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
,537,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,404,0,1,,,écouter,,rue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indicible Cultiste,,,,,,
,361,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,76,0,,,,dialoguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Combat,,,,,,,,,,,,,,,,,,
,498,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Combat,,,,,,,,,,,,,,,,,,
267,505,1,,,,"ramer, pêcher, dialoguer",heure (1),lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,pépite d'argent,pépite d'argent,,,,,,,,,,,,,,,,,,,
,582,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,579,0,,,,"combattre, dialoguer",mois (1),plage,,,,,,"peau de loup, mort-aux-rats, pépite d'argent","charde (tout), objet (tout)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,580,0,,,,se cacher,,tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,59,0,,,,inspecter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adresse,,,,,,,,,,,,,,,,,,
,243,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adresse,,,,,,,,,,,,,,,,,,
271,e,2,,,,visiter,,cité,"""Citadelle de Velis Corin""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Les Hordes des Grandes Steppes (400),,
,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,244,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,201,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,518,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,649,0,1,,,dialoguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Air,,,,,,,,,,,,,,,
,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,300,0,,,,observer,,cité,,,,,,,stockage (tout ce qui est stocké à Port-Jaune),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Livre des Sept Sages,,,,Artefact,,,,,,,,,,,,,,,
,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,298,0,,,,"se cacher, dialoguer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amulette de protection,,,,,,,,,,,,,,,,,,,
,212,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,154,0,,,,se faire bénir,,,,,,,,,charde (20),charde (20),,,,,,,,,,,Alvir et Valmir,,,Protection des Tempêtes,,,,,,,,,,,,,,,,,,,,,,,,,,
276,611,2,,,,"explorer, observer",,"plaine, château",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,123,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,201,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,110,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,221,0,,,,se faire voler,,rue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assassin,,,,,,,,,,,,,,,
,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charde (15),charde (15),,,,,,,,,,,,,Protecteur du Sokara,,,,,,
,538,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,82,0,,,,voyager,,plaine,,,,,,,peau de loup,,,,1d6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ici seul l'un des résultats du test aléatoire conduit à une sortie. Les autres n'interrompent pas le passage. J'ai donc décidé d'encoder ce test comme faisant partie du passage.
,427,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,310,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,135,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,87,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,400,0,,,,fuir,,"temple, cité",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,3,0,,,,fuir,,caverne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,602,2,,,,conter,,"plage, falaise",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,166,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,246,0,1,,,visiter,,temple,"""Deux statues de minotaures en fer, plus vrais que nature, et armées de massues gardent son lourd portail de bois.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armure,,,,,,,,,,,,,,,
,636,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,514,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tyrnai,,,,,,,,,
,107,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,590,2,,,,dialoguer,,village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,576,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,82,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,278,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,558,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,395,0,,,,"s'inflitrer, tomber dans un piège, fuir",,temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d6,,,,,total inférieur ou égal au Niveau du personnage,,,,,,,,,,,,
,551,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d6,,,,,total supérieur au Niveau du personnage,,,,,,,,,,,,
285,244,0,,,,"dialoguer, gagner un niveau",heure (quelques),montagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,420,0,,,,"combattre, butiner",,navire,,,,,,"charde (400), cargaison (1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,315,0,,,,"attendre, observer, se cacher",heure (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,x,0,,,,mourir,,rue,,,gorge tranchée dans une ruelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,617,0,,,,attendre,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,403,0,1,,,"dialoguer, accepter une quête",,,,,,,,,,,,,,Amcha,,,,,,,,,,,,,,,,,,,,,Coutelas,,,,,,,,,,,,,,,
,512,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amcha, ne pas avoir le code Coutelas",,,,,,,,,,,,,,,
,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,316,0,,,,commercer,,marché,,,,,,,charde (60),charde (60),,,,,,,,,Elnir,,aucune autre divinité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,135,0,,,,rejoindre un culte,,,,,,,,"charde (selon ventes), poisson creuset, pépite d'argent","charde (selon achats), poisson creuset, pépite d'argent, flûte en argent","charde (selon achats), poisson creuset, pépite d'argent, flûte en argent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,559,0,,,,"secourir, réparer, dialoguer",,navire,,,,,,,,,,,,Aide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,220,0,,,,rejoindre un culte,,,,,,,,,charde (40),charde (40),,,,,,,,,Alvir et Valmir,,aucune autre divinité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,592,0,,,,fuir,,route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,494,0,,,,aucune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magie,,,,,,,,,,,,,,,,,,
,352,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magie,,,,,,,,,,,,,,,,,,
297,19,0,,,,combattre,,,Une image montre deux chevaliers à dos de cheval devant un château.,,,"chevalier au dragon bleu, chevalier au dragon vert, chevalier au dragon rouge",,,,,,,1d6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Combat non-mortel. Toute l'Endurance perdue est rendue à la fin du combat.
,370,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,16,0,,,,se cacher,,,,,,,,,amulette de protection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,x,0,,,,,,fort,,,,soldat ivre,,"hache, mandoline",charde (100),charde (100),,,1d6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,e,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Les Hordes des Grandes Steppes (20),,
,472,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,548,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,458,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,518,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,r,0,,,,stocker,,maison,,,,,,,stockage (tout ce qui est stocké ici),,"maison (charde, objet)",,2d6,,,,,,,,,,,,,,,,,,,,,,,,,venir depuis le passage 273,,,,,,,,,,,,
,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,195,0,,,,naviguer,semaine (1),"barque, mer",,,,,,,charde (15),charde (15),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,93,2,,,,explorer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,587,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,277,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,100,0,,,,"combattre, attendre",nuit (1),cimetière,,,,,,tête de goule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,x,0,,,,combattre,,,,,combat fatal contre l'homme au cache-oeil,homme au cache-oeil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,367,0,1,1,,aucune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magie,,,,,,,,,,,,,,,1,,,
,609,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magie,,,,,,,,,,,,,,,,,,
,528,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,85,0,,,,"inspecter, désenchanter, dialoguer, commercer",,,,,,,,sac de perles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,10,0,,,,"jouer de la musique, rêver, se réveiller, dialoguer",,temple,,,,,,flûte en argent,"barque, brigantin, galion",,,,,,,,,,,,,,,,,plus d'équipage,,,,,,,,,,,,,,,,,,,,,,,,
308,10,0,,,,"combattre, se faire assomer, se réveiller",,"égout, plage",,,,,1,,"charde (tout), objet (tout)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,43,0,,,,tomber dans un piège,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,toute arme donnant un bonus au combat,,,,,,,,,,,,,,,,,,,
,260,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,614,0,1,1,,observer,,village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
,283,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,335,0,1,,,combattre,,navire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,galion,,,,,,,,,,,,,,,"bon, hors pair",,,,
,x,0,,,,,,,,,combat mortel en mer,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"2d6, 3d6",,,,,,Guerrier,,,,,,,mauvais,,,,
,153,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2d6, 3d6",,,,,,Guerrier,,,,,,,mauvais,,,,
,242,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2d6, 3d6",,,,,,Guerrier,,,,,,,mauvais,,,,
,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2d6, 3d6",,,,,,Guerrier,,,,,,,mauvais,,,,
312,507,0,,,,"dialoguer, commander",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charisme,,,,,,niveau inférieur à 4,,,,,,,,,,,,
,e,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charisme,,,,,,,,,,,,,,,,Les Hordes des Grandes Steppes (50),,
313,400,0,,,,se faire juger,,,,,,,1,,,,,,2d6,,,,,,,Lacuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,97,2,,,,aucune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,602,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,166,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,510,0,,,,butiner,,antre,,,,,,"charde (500), masse, pépite d'argent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,291,2,,,,"visiter, dialoguer",,temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,143,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elnir,,,,,,,,,
,388,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,85,0,,,,fouiller,,navire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,x,0,,,,combattre,,,,,combat fatal contre un homme-scorpion,homme-scorpion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,657,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,195,0,,,,"valider une quête, gagner un niveau",,"forêt, cité",,,,,,,bâton de saule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,204,2,,,,"écouter, attendre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,101,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,61,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,x,0,,,,combattre,,,,,combat fatal contre le chevalier au dragon noir,chevalier au dragon noir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,417,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,238,0,,,,se faire reconnaître,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,510,0,,,,"écouter, dialoguer",,taverne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,559,0,,,,naviguer,,"navire, mer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"barque, brigantin, galion",,"1d6, 2d6, 3d6",,,,,,,,,Protection des Tempêtes,Protection des Tempêtes,,,"bon, hors pair",,,,
,607,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"barque, brigantin, galion",,"1d6, 2d6, 3d6",,,,,,,,,,,,,"bon, hors pair",,,,
,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"barque, brigantin, galion",,"1d6, 2d6, 3d6",,,,,,,,,,,,,"bon, hors pair",,,,
325,x,0,,,,"faire naufrage, se noyer",,mer,,,noyade,,1,,"barque, brigantin, galion, cargaison (tout)",,,,,,,,,,,,,,,,,plus d'équipage,,,,,,,2d6,,,,,total supérieur au Niveau du personnage,,,,,,,,,,,,
,173,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d6,,,,,total inférieur ou égal au Niveau du personnage,,,,,,,,,,,,
326,671,0,,,,"pister, enquêter, démasquer, dialoguer",,moulin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,10,0,,,,"explorer, aménager, se reposer, stocker",,"tunnel, cachette secrète",,,,,,,,,"cachette secrète (charde, objet)",,,,,,"""Cachette secrète, Port Jaune, Le Royaume Déchiré 327""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,r,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,419,0,,,,enquêter,,rue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exploration,,,,,,,,,,,,,,,,,,
,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exploration,,,,,,,,,,,,,,,,,,
